is_skipped
0,0
1,1
2,0
3,0
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,1
22,1
23,0
24,0
25,1
26,1
27,0
28,1
29,0
30,1
31,0
32,1
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,1
45,0
46,1
47,0
48,1
49,1
50,0
51,1
52,1
53,0
54,1
55,0
56,0
57,1
58,0
59,0
60,1
61,0
62,1
63,1
64,1
65,0
66,0
67,1
68,1
69,0
70,1
71,0
72,0
73,0
74,0
75,1
76,1
77,1
78,0
79,1
80,0
81,0
82,0
83,0
84,0
85,1
86,0
87,0
88,1
89,0
90,0
91,1
92,0
93,0
94,1
95,1
96,1
97,1
98,0
99,0
100,1
101,1
102,0
103,0
104,0
105,1
106,1
107,1
108,0
109,0
110,0
111,0
112,0
113,1
114,1
115,0
116,0
117,1
118,1
119,0
120,1
121,0
122,1
123,1
124,1
125,0
126,1
127,1
128,1
129,0
130,0
131,1
132,1
133,0
134,0
135,0
136,0
137,1
138,1
139,1
140,1
141,0
142,0
143,0
144,1
145,0
146,1
147,0
148,1
149,1
150,1
151,1
152,0
153,0
154,1
155,1
156,0
157,1
158,1
159,0
160,1
161,1
162,0
163,1
164,1
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,0
173,0
174,1
175,1
176,1
177,1
178,1
179,0
180,1
181,0
182,1
183,1
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,1
192,1
193,0
194,0
195,1
196,1
197,0
198,1
199,0
200,1
201,0
202,1
203,1
204,0
205,1
206,1
207,1
208,0
209,0
210,0
211,0
212,1
213,0
214,0
215,0
216,0
217,0
218,1
219,0
220,0
221,0
222,0
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,0
232,0
233,0
234,1
235,1
236,1
237,0
238,0
239,1
240,1
241,1
242,0
243,1
244,1
245,1
246,1
247,0
248,0
249,1
250,0
251,1
252,1
253,1
254,1
255,1
256,0
257,0
258,1
259,1
260,0
261,1
262,1
263,1
264,0
265,0
266,0
267,1
268,1
269,1
270,1
271,1
272,0
273,1
274,0
275,1
276,1
277,0
278,0
279,1
280,0
281,1
282,1
283,1
284,0
285,1
286,0
287,0
288,1
289,0
290,0
291,1
292,0
293,1
294,0
295,0
296,1
297,0
298,1
299,1
300,1
301,0
302,1
303,1
304,0
305,0
306,0
307,0
308,0
309,1
310,0
311,1
312,1
313,1
314,1
315,0
316,1
317,0
318,1
319,0
320,0
321,1
322,0
323,1
324,1
325,1
326,1
327,0
328,0
329,0
330,1
331,1
332,1
333,1
334,0
335,1
336,0
337,1
338,1
339,1
340,1
341,0
342,0
343,1
344,1
345,1
346,1
347,1
348,1
349,0
350,1
351,1
352,0
353,0
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,0
364,1
365,1
366,1
367,1
368,0
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,0
377,0
378,1
379,1
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,0
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,0
398,1
399,1
400,1
401,1
402,0
403,1
404,0
405,1
406,1
407,1
408,1
409,1
410,0
411,1
412,1
413,1
414,1
415,1
416,0
417,1
418,1
419,1
420,0
421,1
422,1
423,0
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,0
435,1
436,0
437,1
438,0
439,1
440,1
441,1
442,1
443,1
444,0
445,1
446,1
447,0
448,1
449,1
450,1
451,0
452,1
453,1
454,1
455,1
456,1
457,0
458,1
459,1
460,1
461,1
462,0
463,1
464,1
465,0
466,1
467,0
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,0
477,1
478,1
479,0
480,0
481,0
482,1
483,0
484,0
485,0
486,1
487,1
488,0
489,1
490,0
491,1
492,0
493,1
494,1
495,0
496,1
497,0
498,1
499,1
500,0
501,1
502,1
503,1
504,1
505,0
506,1
507,0
508,1
509,0
510,1
511,0
512,1
513,1
514,1
515,1
516,0
517,0
518,1
519,1
520,1
521,1
522,0
523,1
524,1
525,0
526,0
527,0
528,1
529,0
530,0
531,0
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,0
543,1
544,1
545,0
546,0
547,1
548,1
549,1
550,1
551,0
552,1
553,1
554,0
555,1
556,0
557,1
558,1
559,0
560,0
561,1
562,0
563,1
564,1
565,0
566,1
567,1
568,0
569,1
570,1
571,0
572,0
573,1
574,1
575,1
576,0
577,1
578,1
579,1
580,1
581,1
582,1
583,0
584,1
585,1
586,1
587,1
588,0
589,1
590,1
591,0
592,1
593,1
594,1
595,0
596,0
597,1
598,0
599,1
600,1
601,1
602,0
603,1
604,0
605,1
606,1
607,1
608,1
609,0
610,1
611,0
612,1
613,1
614,1
615,1
616,0
617,1
618,0
619,0
620,0
621,1
622,1
623,1
624,1
625,1
626,0
627,1
628,0
629,0
630,1
631,1
632,1
633,0
634,1
635,0
636,1
637,0
638,1
639,1
640,0
641,0
642,0
643,1
644,1
645,1
646,1
647,0
648,1
649,1
650,0
651,1
652,1
653,1
654,0
655,0
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,0
671,1
672,1
673,0
674,1
675,1
676,0
677,1
678,1
679,1
680,1
681,0
682,1
683,1
684,0
685,1
686,0
687,1
688,1
689,1
690,0
691,1
692,0
693,0
694,1
695,1
696,1
697,1
698,1
699,1
700,0
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,0
712,1
713,1
714,1
715,1
716,1
717,0
718,1
719,1
720,1
721,0
722,0
723,0
724,0
725,0
726,0
727,1
728,1
729,1
730,1
731,0
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,0
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,0
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,0
781,1
782,1
783,1
784,0
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,0
793,1
794,1
795,0
796,1
797,0
798,1
799,1
800,1
801,0
802,0
803,1
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,1
814,1
815,0
816,0
817,0
818,0
819,1
820,1
821,1
822,1
823,1
824,0
825,0
826,1
827,1
828,1
829,1
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,0
838,1
839,0
840,1
841,1
842,1
843,0
844,0
845,1
846,1
847,1
848,1
849,1
850,1
851,0
852,1
853,0
854,1
855,0
856,1
857,0
858,0
859,0
860,0
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,0
871,1
872,0
873,0
874,1
875,1
876,0
877,1
878,1
879,1
880,0
881,0
882,0
883,1
884,1
885,0
886,1
887,0
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,1
899,1
900,0
901,0
902,1
903,0
904,0
905,0
906,1
907,1
908,0
909,1
910,0
911,0
912,1
913,1
914,0
915,1
916,1
917,1
918,0
919,1
920,0
921,1
922,1
923,1
924,0
925,0
926,1
927,0
928,0
929,1
930,0
931,0
932,0
933,0
934,1
935,1
936,0
937,0
938,0
939,0
940,0
941,1
942,0
943,0
944,1
945,1
946,1
947,0
948,1
949,0
950,0
951,1
952,0
953,1
954,1
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,1
963,1
964,0
965,0
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,0
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,0
986,1
987,0
988,1
989,1
990,1
991,0
992,1
993,0
994,0
995,0
996,0
997,0
998,0
999,1
1000,0
1001,1
1002,0
1003,0
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,0
1035,0
1036,1
1037,1
1038,0
1039,0
1040,0
1041,1
1042,0
1043,1
1044,1
1045,1
1046,1
1047,1
1048,0
1049,1
1050,0
1051,1
1052,1
1053,1
1054,0
1055,0
1056,0
1057,1
1058,0
1059,1
1060,0
